Game Title;Front Page Info (Size/Version);Front Page Info (Genre/Publisher);Detail URL;ROM Format;File Size;Mirror Hoster;Redirect URL;Final Direct Link;Link Status;HTTP Code;Check Detail;Checked At
Moonleap;N/A;N/A;https://switchroms.io/moonleap/;[UPDATE] NSP ROM V2.0;65 MB;1fichier;https://switchroms.io/moonleap/?download=9;https://1fichier.com/?t4d3qz3asgx0zrux95us;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Atelier Yumia: The Alchemist of Memories & the Envisioned Land;N/A;N/A;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/;NSP ROM;3.66 GB;Mediafire;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/?download=0;https://www.mediafire.com/file/nrizkvbaiv6cfd4/NSP+-+Atelier+Yumia+The+Alchemist+of+Memories+and+the+Envisioned+Land+[0100544020572000][v0][US](switchroms.io).zip/file;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Atelier Yumia: The Alchemist of Memories & the Envisioned Land;N/A;N/A;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/;NSP ROM;3.66 GB;Megaup;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/?download=3;https://megaup.net/a87afc4d928d402737b338fd0d9dddba/NSP_-_Atelier_Yumia_The_Alchemist_of_Memories_and_the_Envisioned_Land_[0100544020572000][v0][US](switchroms.io).zip;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Atelier Yumia: The Alchemist of Memories & the Envisioned Land;N/A;N/A;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/;NSP ROM;3.66 GB;1fichier;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/?download=4;https://1fichier.com/?g35uq2qjiexhodklwjvb;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Atelier Yumia: The Alchemist of Memories & the Envisioned Land;N/A;N/A;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/;[UPDATE] NSP ROM V1.0.1;60 MB;Mediafire;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/?download=5;https://www.mediafire.com/file/q3ui5gok0xqfxvj/Update+-+Atelier+Yumia+The+Alchemist+of+Memories+and+the+Envisioned+Land+[0100544020572800][v65536][US](switchroms.io).zip/file;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Atelier Yumia: The Alchemist of Memories & the Envisioned Land;N/A;N/A;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/;[UPDATE] NSP ROM V1.0.1;60 MB;Megaup;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/?download=8;https://megaup.net/a87afc4d928d402737b338fd0d9dddba/NSP_-_Atelier_Yumia_The_Alchemist_of_Memories_and_the_Envisioned_Land_[0100544020572000][v0][US](switchroms.io).zip;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Atelier Yumia: The Alchemist of Memories & the Envisioned Land;N/A;N/A;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/;[UPDATE] NSP ROM V1.0.1;60 MB;1fichier;https://switchroms.io/atelier-yumia-the-alchemist-of-memories-the-envisioned-land/?download=9;https://1fichier.com/?y9y46peog2wv06zu554a;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Sociable Soccer 25;N/A;N/A;https://switchroms.io/sociable-soccer-25/;NSP ROM;1.71 GB;Mediafire;https://switchroms.io/sociable-soccer-25/?download=0;https://www.mediafire.com/file/17li3j83gjoorky/NSP+-+Sociable+Soccer+25+[010074C020A72000][v0][US](switchroms.io).zip/file;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Sociable Soccer 25;N/A;N/A;https://switchroms.io/sociable-soccer-25/;NSP ROM;1.71 GB;1fichier;https://switchroms.io/sociable-soccer-25/?download=2;https://1fichier.com/?fz2uxjimvl7od7klq3tq;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Sid Meier’s Civilization VI;N/A;N/A;https://switchroms.io/sid-meiers-civilization-vi-1/;NSP ROM;4.9 GB;1fichier;https://switchroms.io/sid-meiers-civilization-vi-1/?download=1;https://1fichier.com/?xqgtxi6t9mcsuufam1xb;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Sid Meier’s Civilization VI;N/A;N/A;https://switchroms.io/sid-meiers-civilization-vi-1/;XCI ROM;5.2 GB;1fichier;https://switchroms.io/sid-meiers-civilization-vi-1/?download=3;https://1fichier.com/?yytqlwn5r0pbsdlx1t3b;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Sid Meier’s Civilization VI;N/A;N/A;https://switchroms.io/sid-meiers-civilization-vi-1/;[UPDATE] NSP ROM V1.2.19;12.1 GB;1fichier;https://switchroms.io/sid-meiers-civilization-vi-1/?download=5;https://1fichier.com/?wj5ye6exn04s4951lj8t;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Sid Meier’s Civilization VI;N/A;N/A;https://switchroms.io/sid-meiers-civilization-vi-1/;DLC PACK [18 DLC];8.8 GB;1fichier;https://switchroms.io/sid-meiers-civilization-vi-1/?download=7;https://1fichier.com/?j5w6nudfc3bt0b8ko991;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Mario & Luigi: Brothership;N/A;N/A;https://switchroms.io/mario-luigi-brothership-1/;NSP ROM;9.8 GB;1fichier;https://switchroms.io/mario-luigi-brothership-1/?download=2;https://1fichier.com/?2z16rkgzmyu908idjpqw;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Mario & Luigi: Brothership;N/A;N/A;https://switchroms.io/mario-luigi-brothership-1/;XCI ROM;10.2 GB;1fichier;https://switchroms.io/mario-luigi-brothership-1/?download=5;https://1fichier.com/?hhw0svj3b5ljh1jayya4;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
Mario & Luigi: Brothership;N/A;N/A;https://switchroms.io/mario-luigi-brothership-1/;[UPDATE] NSP ROM V1.0.1;130 MB;1fichier;https://switchroms.io/mario-luigi-brothership-1/?download=8;https://1fichier.com/?wrnxkqbscg9ppvchy1rt;ACTIVE;200;HTTP 200, no dead markers found;2026-07-14 20:28:29
